구,법정동,단지명,계약일자,층,전용면적,거래금액,정책여부
은평구,수색동,DMC롯데캐슬더퍼스트,2025-10-19,13,59.96,105000,정책후
은평구,응암동,녹번역e편한세상캐슬,2024-06-01,11,59.94,98000,정책전
은평구,응암동,녹번역e편한세상캐슬,2024-06-01,15,59.96,98000,정책전
은평구,응암동,녹번역e편한세상캐슬,2025-05-16,10,59.96,110000,정책전
은평구,응암동,녹번역e편한세상캐슬,2025-05-16,18,59.96,110000,정책전
은평구,응암동,녹번역e편한세상캐슬,2025-06-03,7,59.96,110000,정책전
은평구,응암동,녹번역e편한세상캐슬,2025-06-03,9,59.96,110000,정책전
은평구,응암동,녹번역e편한세상캐슬,2025-06-27,3,84.98,127000,정책전
은평구,응암동,녹번역e편한세상캐슬,2025-06-27,4,84.98,127000,정책전
은평구,응암동,녹번역e편한세상캐슬,2025-09-06,11,84.97,129000,정책후
은평구,응암동,녹번역e편한세상캐슬,2025-09-06,17,84.94,129000,정책후
은평구,응암동,녹번역e편한세상캐슬,2025-09-27,15,59.97,115000,정책후
은평구,응암동,녹번역e편한세상캐슬,2025-09-27,19,59.97,115000,정책후
은평구,응암동,녹번역e편한세상캐슬,2025-09-27,20,59.97,115000,정책후
은평구,응암동,녹번역e편한세상캐슬,2026-01-09,8,84.94,145000,정책후
은평구,응암동,녹번역e편한세상캐슬,2026-01-09,17,84.98,145000,정책후
은평구,응암동,명남스카이뷰,2026-02-04,6,57.07,58000,정책후
은평구,응암동,명남스카이뷰,2026-02-04,7,57.07,58000,정책후
은평구,응암동,백련산에스케이뷰아이파크,2024-09-08,16,59.9335,90000,정책전
은평구,응암동,백련산에스케이뷰아이파크,2024-09-08,21,59.8545,90000,정책전
은평구,응암동,백련산파크자이,2026-03-28,3,59.789,88000,정책후
은평구,응암동,백련산파크자이,2026-03-28,8,59.789,88000,정책후
은평구,응암동,백련산힐스테이트2차,2025-06-21,13,59.63,77000,정책전
은평구,응암동,백련산힐스테이트2차,2025-06-21,14,59.95,77000,정책전
은평구,응암동,백련산힐스테이트4차,2026-02-06,13,59.98,91000,정책후
은평구,응암동,백련산힐스테이트4차,2026-02-06,16,59.98,91000,정책후
은평구,응암동,서강스카이빌2,2024-06-13,6,156.39,75000,정책전
은평구,응암동,서강스카이빌2,2024-06-13,7,156.39,75000,정책전
은평구,응암동,아르지움주상복합,2025-04-12,17,50.42,56700,정책전
은평구,응암동,아르지움주상복합,2025-04-12,18,50.42,56700,정책전
은평구,응암동,힐스테이트녹번역,2025-09-22,5,59.99,112000,정책후
은평구,응암동,힐스테이트녹번역,2025-09-22,7,59.99,112000,정책후
은평구,증산동,DMC우방,2026-03-05,8,59.91,80000,정책후
은평구,증산동,DMC우방,2026-03-05,13,59.91,80000,정책후
은평구,진관동,박석고개1단지힐스테이트(101~111동)BL2-12,2025-03-15,3,59.85,83000,정책전
은평구,진관동,박석고개1단지힐스테이트(101~111동)BL2-12,2025-03-15,10,59.85,83000,정책전
종로구,평동,경희궁자이(3단지),2025-03-19,8,84.8359,220000,정책전
종로구,평동,경희궁자이(3단지),2025-03-19,11,84.8359,220000,정책전
종로구,평창동,그린나래,2026-05-21,5,36.97,40252,정책후
종로구,평창동,그린나래,2026-05-21,5,36.74,38484,정책후
종로구,평창동,그린나래,2026-05-21,5,36.83,40100,정책후
종로구,평창동,그린나래,2026-05-21,5,36.66,39536,정책후
종로구,평창동,그린나래,2026-05-21,6,36.83,40100,정책후
종로구,평창동,그린나래,2026-05-21,6,36.97,40252,정책후
종로구,평창동,그린나래,2026-05-21,6,36.66,39536,정책후
종로구,평창동,그린나래,2026-05-21,6,36.74,38484,정책후
종로구,홍파동,경희궁자이(2단지),2024-05-14,9,84.614,198000,정책전
종로구,홍파동,경희궁자이(2단지),2024-05-14,17,84.8359,198000,정책전
중구,신당동,남산타운,2024-07-12,4,59.94,100000,정책전
중구,신당동,남산타운,2024-07-12,16,59.94,100000,정책전
중구,신당동,남산타운,2024-07-20,4,84.88,129000,정책전
중구,신당동,남산타운,2024-07-20,8,84.88,129000,정책전
중구,신당동,남산타운,2025-06-24,3,59.94,112000,정책전
중구,신당동,남산타운,2025-06-24,13,59.94,112000,정책전
중구,신당동,남산타운,2025-09-13,8,59.94,128000,정책후
중구,신당동,남산타운,2025-09-13,18,59.94,128000,정책후
중구,신당동,삼성,2024-06-15,3,59.98,95000,정책전
중구,신당동,삼성,2024-06-15,14,59.98,95000,정책전
중구,신당동,현대,2025-06-21,7,83.97,93500,정책전
중구,신당동,현대,2025-06-21,14,79.11,93500,정책전
중구,입정동,힐스테이트세운센트럴2단지,2025-12-31,8,49.7623,99000,정책후
중구,입정동,힐스테이트세운센트럴2단지,2025-12-31,11,49.9902,99000,정책후
중구,정동,삼정아트테라스정동,2025-06-21,2,18.0824,27000,정책전
중구,정동,삼정아트테라스정동,2025-06-21,2,18.0824,27000,정책전
중구,충무로5가,이지마루충무로,2025-10-15,11,27.8,31500,정책후
중구,충무로5가,이지마루충무로,2025-10-15,12,28.43,31500,정책후
중구,황학동,위너빌(Winnervill),2024-06-26,6,29.87,37000,정책전
중구,황학동,위너빌(Winnervill),2024-06-26,9,29.79,37000,정책전
중구,황학동,위너빌(Winnervill),2024-08-01,6,28.78,35500,정책전
중구,황학동,위너빌(Winnervill),2024-08-01,10,29.79,35500,정책전
중구,황학동,한양I-Class,2025-11-05,13,16.37,12700,정책후
중구,황학동,한양I-Class,2025-11-05,13,16.37,12700,정책후
중랑구,망우동,중랑숲리가,2025-10-15,7,84.961,70000,정책후
중랑구,망우동,중랑숲리가,2025-10-15,14,84.964,70000,정책후
중랑구,면목동,사가정센트럴아이파크,2024-06-28,6,84.87,113000,정책전
중랑구,면목동,사가정센트럴아이파크,2024-06-28,24,84.87,113000,정책전
중랑구,면목동,사가정센트럴아이파크,2024-07-22,12,84.87,120000,정책전
중랑구,면목동,사가정센트럴아이파크,2024-07-22,14,84.956,120000,정책전
중랑구,면목동,사가정센트럴아이파크,2025-10-18,17,84.87,124000,정책후
중랑구,면목동,사가정센트럴아이파크,2025-10-18,21,84.87,124000,정책후
중랑구,면목동,사가정센트럴아이파크,2026-07-07,25,84.956,149700,정책후
중랑구,면목동,사가정센트럴아이파크,2026-07-07,28,84.87,149700,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,6,36.7355,45000,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,6,38.6071,45000,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,6,18.364,26000,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,6,18.364,25800,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,6,36.7355,45000,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,6,18.364,26250,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,6,18.364,25800,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,7,36.7355,45000,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,7,38.6071,45000,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,7,18.364,26000,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,7,18.364,25800,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,7,36.7355,45000,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,7,18.364,26250,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,7,18.364,25800,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,8,36.7355,45000,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,8,38.6071,45000,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,8,18.364,26000,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,8,18.364,25800,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,8,36.7355,45000,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,8,18.364,26250,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,8,18.364,25800,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,9,36.7355,45000,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,9,38.6071,45000,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,9,18.364,26000,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,9,18.364,25800,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,9,36.7355,45000,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,9,18.364,26250,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,9,18.364,25800,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,10,36.7355,45000,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,10,38.6071,45000,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,10,18.364,26250,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,10,36.7355,45000,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,10,18.364,26550,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,10,18.364,26000,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,11,36.7355,45000,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,11,38.6071,45000,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,11,18.364,26250,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,11,18.364,26000,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,11,36.7355,45000,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,11,18.364,26550,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,11,18.364,26000,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,12,38.6071,45000,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,12,18.364,26250,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,12,18.364,26000,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,12,36.7355,45000,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,12,18.364,26550,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,12,18.364,26000,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,13,36.7355,45000,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,13,38.6071,45000,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,13,18.364,26250,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,13,18.364,26000,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,13,36.7355,45000,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,13,18.364,26550,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,13,18.364,26000,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,14,18.364,26000,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,14,36.7355,45000,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,14,38.6071,45000,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,14,18.364,26250,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,14,18.364,26000,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,14,18.364,26550,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,15,18.364,26550,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,15,18.364,26250,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,15,18.364,26000,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,16,18.364,26800,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,16,18.364,26250,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,16,38.6071,45000,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,16,18.364,26550,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,16,18.364,26250,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,16,36.7355,45000,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,17,18.364,26800,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,17,18.364,26250,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,17,36.7355,45000,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,17,38.6071,45000,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,17,18.364,26550,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,17,18.364,26250,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,18,18.364,26800,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,18,18.364,26250,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,18,36.7355,45000,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,18,38.6071,45000,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,18,18.364,26550,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,18,18.364,26250,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,18,36.7355,45000,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,19,18.364,26800,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,19,18.364,26250,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,19,36.7355,45000,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,19,38.6071,45000,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,19,18.364,26550,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,19,18.364,26250,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,20,18.364,26800,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,20,36.7355,45000,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,20,38.6071,45000,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,20,18.364,26550,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,20,18.364,26250,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,20,36.7355,45000,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,21,18.364,27100,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,21,18.364,26550,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,21,38.6071,45000,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,21,18.364,26800,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,21,18.364,26550,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,21,36.7355,45000,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,22,18.364,27100,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,22,18.364,26550,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,22,36.7355,45000,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,22,38.6071,45000,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,22,18.364,26800,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,22,18.364,26550,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,22,36.7355,45000,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,23,18.364,27100,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,23,18.364,26550,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,23,36.7355,45000,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,23,38.6071,45000,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,23,18.364,26800,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,23,18.364,26550,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,23,36.7355,45000,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,24,18.364,27100,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,24,18.364,26550,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,24,36.7355,45000,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,24,38.6071,45000,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,24,18.364,26800,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,24,18.364,26550,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,24,36.7355,45000,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,25,18.364,27100,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,25,18.364,26550,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,25,36.7355,45000,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,25,38.6071,45000,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,25,18.364,26800,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,25,18.364,26550,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,26,18.364,27250,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,26,18.364,26800,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,26,36.7355,45000,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,26,38.6071,45000,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,26,18.364,27100,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,26,18.364,26800,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,26,36.7355,45000,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,27,18.364,27250,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,27,18.364,26800,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,27,36.7355,45000,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,27,18.364,27100,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,27,18.364,26800,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,27,36.7355,45000,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,28,18.364,27250,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,28,18.364,26800,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,28,36.7355,45000,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,28,18.364,27100,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,28,18.364,26800,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,28,36.7355,45000,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,29,18.364,27250,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,29,18.364,26800,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,29,36.7355,45000,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,29,18.364,27100,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,29,18.364,26800,정책후
중랑구,묵동,세이지움태릉입구역,2026-07-09,29,36.7355,45000,정책후
중랑구,묵동,에이트플레이스,2026-07-30,10,18.29,24550,정책후
중랑구,묵동,에이트플레이스,2026-07-30,12,20.46,26650,정책후
중랑구,묵동,에이트플레이스,2026-07-30,13,20.46,26650,정책후
중랑구,묵동,에이트플레이스,2026-07-30,14,20.46,26650,정책후
중랑구,묵동,에이트플레이스,2026-07-30,14,18.29,24550,정책후
중랑구,묵동,에이트플레이스,2026-07-30,20,18.29,24750,정책후
중랑구,묵동,에이트플레이스,2026-07-30,21,20.46,27000,정책후
중랑구,묵동,에이트플레이스,2026-07-30,21,18.29,24750,정책후
중랑구,묵동,에이트플레이스,2026-07-30,26,39.76,50000,정책후
중랑구,묵동,에이트플레이스,2026-07-30,27,39.76,50000,정책후
중랑구,묵동,에이트플레이스,2026-07-30,28,39.76,50000,정책후
중랑구,묵동,에이트플레이스,2026-07-30,29,20.46,27000,정책후
중랑구,묵동,에이트플레이스,2026-07-30,29,39.76,50000,정책후
중랑구,상봉동,상봉태솔아파트101동,2025-06-09,4,59.2,57100,정책전
중랑구,상봉동,상봉태솔아파트101동,2025-06-09,5,59.2,57100,정책전
중랑구,상봉동,상봉태솔아파트101동,2025-06-09,6,59.2,57100,정책전
중랑구,상봉동,상봉태솔아파트101동,2025-06-09,7,59.2,57100,정책전
중랑구,상봉동,상봉태솔아파트101동,2025-06-09,8,59.2,57400,정책전
중랑구,상봉동,상봉태솔아파트101동,2025-06-09,9,59.2,57400,정책전
중랑구,상봉동,상봉태솔아파트101동,2025-06-09,10,59.2,58650,정책전
중랑구,상봉동,상봉태솔아파트101동,2025-06-09,11,59.2,58650,정책전
중랑구,상봉동,상봉태솔아파트101동,2025-06-09,12,59.2,58650,정책전
중랑구,상봉동,상봉태솔아파트101동,2025-06-09,13,59.2,58650,정책전
중랑구,상봉동,상봉태솔아파트101동,2025-06-09,14,59.2,58650,정책전
중랑구,상봉동,와이센트럴시티상봉,2025-09-17,4,20.06,27800,정책후
중랑구,상봉동,와이센트럴시티상봉,2025-09-17,4,20.06,27550,정책후
중랑구,상봉동,와이센트럴시티상봉,2025-09-17,5,20.06,28150,정책후
중랑구,상봉동,와이센트럴시티상봉,2025-09-17,5,20.06,27550,정책후
중랑구,상봉동,와이센트럴시티상봉,2025-09-17,6,20.06,27800,정책후
중랑구,상봉동,와이센트럴시티상봉,2025-09-17,6,20.06,28150,정책후
중랑구,상봉동,와이센트럴시티상봉,2025-09-17,6,20.06,27550,정책후
중랑구,상봉동,와이센트럴시티상봉,2025-09-17,7,20.06,28250,정책후
중랑구,상봉동,와이센트럴시티상봉,2025-09-17,7,20.06,28600,정책후
중랑구,상봉동,와이센트럴시티상봉,2025-09-17,7,20.06,28000,정책후
중랑구,상봉동,와이센트럴시티상봉,2025-09-17,8,20.06,28250,정책후
중랑구,상봉동,와이센트럴시티상봉,2025-09-17,8,20.06,28600,정책후
중랑구,상봉동,와이센트럴시티상봉,2025-09-17,8,20.06,28000,정책후
중랑구,상봉동,와이센트럴시티상봉,2025-09-17,9,20.06,28250,정책후
중랑구,상봉동,와이센트럴시티상봉,2025-09-17,9,20.06,28600,정책후
중랑구,상봉동,와이센트럴시티상봉,2025-09-17,9,20.06,28000,정책후
중랑구,상봉동,와이센트럴시티상봉,2025-09-17,10,20.06,28250,정책후
중랑구,상봉동,와이센트럴시티상봉,2025-09-17,10,20.06,28600,정책후
중랑구,상봉동,와이센트럴시티상봉,2025-09-17,10,20.06,28000,정책후
중랑구,상봉동,와이센트럴시티상봉,2025-09-17,11,20.06,28250,정책후
중랑구,상봉동,와이센트럴시티상봉,2025-09-17,11,20.06,28600,정책후
중랑구,상봉동,와이센트럴시티상봉,2025-09-17,11,20.06,28000,정책후
중랑구,상봉동,와이센트럴시티상봉,2025-09-17,12,20.06,28250,정책후
중랑구,상봉동,와이센트럴시티상봉,2025-09-17,12,20.06,28600,정책후
중랑구,상봉동,와이센트럴시티상봉,2025-09-17,13,20.06,28250,정책후
중랑구,상봉동,와이센트럴시티상봉,2025-09-17,13,20.06,28600,정책후
중랑구,상봉동,와이센트럴시티상봉,2025-09-17,13,20.06,28000,정책후
중랑구,상봉동,와이센트럴시티상봉,2025-09-17,14,20.06,28400,정책후
중랑구,상봉동,와이센트럴시티상봉,2025-09-17,14,20.06,28750,정책후
중랑구,상봉동,와이센트럴시티상봉,2025-09-17,14,20.06,28150,정책후
중랑구,상봉동,와이센트럴시티상봉,2025-09-17,15,20.06,28400,정책후
중랑구,상봉동,와이센트럴시티상봉,2025-09-17,15,20.06,28750,정책후
중랑구,상봉동,와이센트럴시티상봉,2025-09-17,15,20.06,28150,정책후
중랑구,상봉동,와이센트럴시티상봉,2025-09-17,16,20.06,28400,정책후
중랑구,상봉동,와이센트럴시티상봉,2025-09-17,16,20.06,28750,정책후
중랑구,상봉동,와이센트럴시티상봉,2025-09-17,16,20.06,28150,정책후
중랑구,상봉동,와이센트럴시티상봉,2025-09-17,17,20.06,28400,정책후
중랑구,상봉동,와이센트럴시티상봉,2025-09-17,17,20.06,28750,정책후
중랑구,상봉동,와이센트럴시티상봉,2025-09-17,17,20.06,28150,정책후
중랑구,상봉동,와이센트럴시티상봉,2025-09-17,18,20.06,28950,정책후
중랑구,상봉동,와이센트럴시티상봉,2025-09-17,18,20.06,29200,정책후
중랑구,상봉동,와이센트럴시티상봉,2025-09-17,18,20.06,28600,정책후
중랑구,상봉동,와이센트럴시티상봉,2025-09-17,19,20.06,28950,정책후
중랑구,상봉동,와이센트럴시티상봉,2025-09-17,19,20.06,29200,정책후
중랑구,상봉동,와이센트럴시티상봉,2025-09-17,19,20.06,28600,정책후
중랑구,상봉동,와이센트럴시티상봉,2025-09-17,20,20.06,28950,정책후
중랑구,상봉동,와이센트럴시티상봉,2025-09-17,20,20.06,29200,정책후
중랑구,상봉동,와이센트럴시티상봉,2025-09-17,20,20.06,28600,정책후
중랑구,상봉동,와이센트럴시티상봉,2025-09-17,21,20.06,28950,정책후
중랑구,상봉동,와이센트럴시티상봉,2025-09-17,21,20.06,29200,정책후
중랑구,상봉동,와이센트럴시티상봉,2025-09-17,21,20.06,28600,정책후
중랑구,상봉동,와이센트럴시티상봉,2025-09-17,22,20.06,28950,정책후
중랑구,상봉동,와이센트럴시티상봉,2025-09-17,22,20.06,28600,정책후
중랑구,상봉동,와이센트럴시티상봉,2025-09-17,23,20.06,29200,정책후
중랑구,상봉동,와이센트럴시티상봉,2025-09-17,23,20.06,28600,정책후
중랑구,신내동,신내 데시앙포레,2026-04-17,13,84.65,80000,정책후
중랑구,신내동,신내 데시앙포레,2026-04-17,17,84.94,80000,정책후
중랑구,신내동,진로아파트,2025-10-17,2,101.86,80000,정책후
중랑구,신내동,진로아파트,2025-10-17,10,101.86,80000,정책후
중랑구,신내동,화성.두산아파트,2024-12-21,4,66.96,57000,정책전
중랑구,신내동,화성.두산아파트,2024-12-21,9,66.96,57000,정책전
중랑구,중화동,한신아파트상가동유치원동(103~109),2024-06-18,14,59.76,62500,정책전
중랑구,중화동,한신아파트상가동유치원동(103~109),2024-06-18,19,59.76,62500,정책전
중랑구,중화동,한신아파트상가동유치원동(103~109),2025-09-26,10,59.76,69500,정책후
중랑구,중화동,한신아파트상가동유치원동(103~109),2025-09-26,12,59.76,69500,정책후
