구,법정동,단지명,전용면적(㎡),계약일자,층,거래금액,동,매수자,매도자,도로명,거래유형,등기일자,정책여부
중랑구,묵동,세이지움태릉입구역,18.364,2026-07-09,27,26800,101동,공공기관,법인,숙선옹주로 4,직거래,26.07.21,정책후
중랑구,묵동,세이지움태릉입구역,36.7355,2026-07-09,27,45000,102동,공공기관,법인,숙선옹주로 4,직거래,26.07.21,정책후
중랑구,묵동,세이지움태릉입구역,36.7355,2026-07-09,27,45000,101동,공공기관,법인,숙선옹주로 4,직거래,26.07.21,정책후
중랑구,묵동,세이지움태릉입구역,18.364,2026-07-09,28,26800,102동,공공기관,법인,숙선옹주로 4,직거래,26.07.21,정책후
중랑구,묵동,세이지움태릉입구역,18.364,2026-07-09,28,26800,101동,공공기관,법인,숙선옹주로 4,직거래,26.07.21,정책후
중랑구,묵동,세이지움태릉입구역,36.7355,2026-07-09,28,45000,102동,공공기관,법인,숙선옹주로 4,직거래,26.07.21,정책후
중랑구,묵동,세이지움태릉입구역,36.7355,2026-07-09,28,45000,101동,공공기관,법인,숙선옹주로 4,직거래,26.07.21,정책후
중랑구,묵동,세이지움태릉입구역,18.364,2026-07-09,29,26800,102동,공공기관,법인,숙선옹주로 4,직거래,26.07.21,정책후
중랑구,묵동,세이지움태릉입구역,18.364,2026-07-09,29,26800,101동,공공기관,법인,숙선옹주로 4,직거래,26.07.21,정책후
중랑구,묵동,세이지움태릉입구역,36.7355,2026-07-09,29,45000,102동,공공기관,법인,숙선옹주로 4,직거래,26.07.21,정책후
중랑구,묵동,세이지움태릉입구역,36.7355,2026-07-09,29,45000,101동,공공기관,법인,숙선옹주로 4,직거래,26.07.21,정책후
